Date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,RH2M,WS2M,Month,Year,Season,State
2022-06-03,36.25,44.43,27.02,0.0,27.29,15.7,2.13,6,2022,Kharif,Punjab
2022-06-04,37.65,45.04,30.47,0.0,27.14,13.2,1.68,6,2022,Kharif,Punjab
2022-06-05,37.66,45.7,29.83,0.0,25.42,12.01,1.56,6,2022,Kharif,Punjab
2022-06-06,37.77,46.23,29.06,0.0,25.82,12.67,2.35,6,2022,Kharif,Punjab
2022-06-07,38.56,46.8,30.21,0.0,25.14,13.74,2.37,6,2022,Kharif,Punjab
2022-06-08,38.7,46.03,31.53,0.0,24.73,14.17,3.92,6,2022,Kharif,Punjab
2022-06-09,38.75,46.43,30.65,0.0,24.98,15.95,3.03,6,2022,Kharif,Punjab
2022-06-10,38.83,46.41,30.65,0.0,24.76,18.5,3.16,6,2022,Kharif,Punjab
2022-06-11,39.15,46.69,30.44,0.01,25.32,17.81,3.24,6,2022,Kharif,Punjab
2022-06-12,39.08,45.58,32.07,0.13,24.24,20.1,2.78,6,2022,Kharif,Punjab
2022-06-13,39.39,46.29,32.44,0.01,25.36,18.05,2.91,6,2022,Kharif,Punjab
2022-06-14,39.0,45.67,31.4,0.0,25.51,22.33,3.03,6,2022,Kharif,Punjab
2022-06-15,39.41,45.57,32.9,0.01,24.8,27.85,3.93,6,2022,Kharif,Punjab
2022-06-16,38.45,43.38,32.44,4.83,24.29,27.88,1.82,6,2022,Kharif,Punjab
2022-06-17,33.18,36.3,29.45,19.02,11.25,52.33,1.37,6,2022,Kharif,Punjab
2022-06-18,30.7,33.77,28.29,14.23,18.74,56.25,1.07,6,2022,Kharif,Punjab
2022-06-19,32.0,37.81,26.24,0.01,19.64,45.06,1.09,6,2022,Kharif,Punjab
2022-06-20,32.11,36.43,26.5,0.93,24.6,42.26,1.35,6,2022,Kharif,Punjab
2022-06-21,30.89,35.67,25.65,3.11,9.32,44.18,2.9,6,2022,Kharif,Punjab
2022-06-22,28.71,33.01,25.86,11.13,21.4,62.84,1.27,6,2022,Kharif,Punjab
2022-06-23,31.66,39.37,24.7,0.08,27.9,42.0,2.51,6,2022,Kharif,Punjab
2022-06-24,32.41,40.46,23.71,0.0,28.66,35.87,1.87,6,2022,Kharif,Punjab
2022-06-25,34.44,41.61,27.5,0.0,27.52,31.51,1.21,6,2022,Kharif,Punjab
2022-06-26,35.22,41.36,28.86,0.0,24.12,32.1,0.92,6,2022,Kharif,Punjab
2022-06-27,35.53,41.27,29.02,0.05,21.02,38.3,1.34,6,2022,Kharif,Punjab
2022-06-28,36.68,42.57,30.79,0.29,17.9,40.22,0.91,6,2022,Kharif,Punjab
2022-06-29,37.08,43.21,31.42,0.74,18.37,38.03,1.83,6,2022,Kharif,Punjab
2022-06-30,34.07,39.27,28.61,9.8,8.49,51.27,2.32,6,2022,Kharif,Punjab
2022-07-01,28.63,31.12,26.42,34.33,11.57,77.19,1.59,7,2022,Kharif,Punjab
2022-07-02,33.05,38.6,26.95,0.77,18.34,56.6,1.18,7,2022,Kharif,Punjab
2022-07-03,30.99,34.98,27.55,17.89,16.2,70.29,2.02,7,2022,Kharif,Punjab
2022-07-04,32.93,37.45,27.8,1.39,17.77,62.0,1.01,7,2022,Kharif,Punjab
2022-07-05,34.05,38.57,29.16,4.59,20.54,58.02,1.09,7,2022,Kharif,Punjab
2022-07-06,32.97,37.73,28.42,1.49,12.59,59.59,2.31,7,2022,Kharif,Punjab
2022-07-07,33.4,37.28,29.49,6.02,18.13,59.96,1.28,7,2022,Kharif,Punjab
2022-07-08,34.77,39.92,29.22,0.53,18.69,54.6,1.09,7,2022,Kharif,Punjab
2022-07-09,34.15,39.0,29.37,6.37,7.4,56.83,1.45,7,2022,Kharif,Punjab
2022-07-10,28.97,32.79,25.92,30.31,16.04,79.12,1.98,7,2022,Kharif,Punjab
2022-07-11,32.27,37.45,27.01,0.89,20.24,64.85,1.21,7,2022,Kharif,Punjab
2022-07-12,32.68,37.25,28.27,6.07,15.68,60.2,1.4,7,2022,Kharif,Punjab
2022-07-13,32.5,37.3,27.47,2.89,17.56,64.39,2.09,7,2022,Kharif,Punjab
2022-07-14,31.22,34.96,27.76,27.11,9.82,71.41,1.43,7,2022,Kharif,Punjab
2022-07-15,30.68,34.8,27.54,11.76,11.17,73.27,1.36,7,2022,Kharif,Punjab
2022-07-16,31.3,34.9,26.69,23.43,25.11,71.17,1.3,7,2022,Kharif,Punjab
2022-07-17,31.13,34.43,27.39,3.91,15.69,71.78,1.31,7,2022,Kharif,Punjab
2022-07-18,32.18,37.26,26.61,0.01,26.1,67.21,1.03,7,2022,Kharif,Punjab
2022-07-19,32.15,37.07,27.4,5.24,21.67,70.24,1.82,7,2022,Kharif,Punjab
2022-07-20,31.45,35.77,27.48,21.46,9.14,76.35,2.31,7,2022,Kharif,Punjab
2022-07-21,30.04,32.92,27.45,56.82,13.09,81.02,1.8,7,2022,Kharif,Punjab
2022-07-22,29.36,32.57,26.68,3.24,17.22,81.79,1.67,7,2022,Kharif,Punjab
2022-07-23,29.38,32.21,26.28,10.19,15.9,81.43,1.41,7,2022,Kharif,Punjab
2022-07-24,29.05,32.2,26.8,1.29,21.7,83.71,1.59,7,2022,Kharif,Punjab
2022-07-25,29.67,32.7,26.62,1.32,16.99,79.76,1.48,7,2022,Kharif,Punjab
2022-07-26,29.16,32.45,26.2,2.8,15.04,80.9,1.47,7,2022,Kharif,Punjab
2022-07-27,29.4,33.14,25.82,6.47,14.56,80.51,1.46,7,2022,Kharif,Punjab
2022-07-28,29.18,33.06,25.29,4.16,8.51,81.25,1.78,7,2022,Kharif,Punjab
2022-07-29,28.48,31.58,25.51,11.54,11.03,85.22,1.52,7,2022,Kharif,Punjab
2022-07-30,28.39,31.39,25.88,36.12,15.15,86.84,1.77,7,2022,Kharif,Punjab
2022-07-31,28.38,31.76,25.69,28.27,13.82,87.27,2.05,7,2022,Kharif,Punjab
2022-08-01,28.56,31.47,25.94,13.07,19.16,85.85,1.13,8,2022,Kharif,Punjab
2022-08-02,29.5,33.55,25.5,0.17,25.37,83.27,1.54,8,2022,Kharif,Punjab
2022-08-03,30.56,34.24,27.13,0.28,20.49,79.3,1.31,8,2022,Kharif,Punjab
2022-08-04,29.32,32.66,26.17,10.02,16.82,82.22,1.09,8,2022,Kharif,Punjab
2022-08-05,28.54,31.48,25.86,13.36,11.58,86.57,1.62,8,2022,Kharif,Punjab
2022-08-06,29.05,32.86,25.31,5.09,20.85,83.55,1.05,8,2022,Kharif,Punjab
2022-08-07,29.27,32.71,25.96,3.24,15.15,82.71,0.93,8,2022,Kharif,Punjab
2022-08-08,29.29,32.6,26.2,2.28,24.31,82.57,1.47,8,2022,Kharif,Punjab
2022-08-09,30.29,33.01,27.23,8.43,14.57,79.79,0.81,8,2022,Kharif,Punjab
2022-08-10,30.86,34.43,26.83,0.97,24.59,78.21,0.79,8,2022,Kharif,Punjab
2022-08-11,26.77,28.83,24.21,6.57,7.15,88.7,2.79,8,2022,Kharif,Punjab
2022-08-12,29.13,33.74,23.81,0.01,23.51,74.01,0.78,8,2022,Kharif,Punjab
2022-08-13,30.01,34.37,25.59,0.0,24.73,76.57,0.69,8,2022,Kharif,Punjab
2022-08-14,29.78,33.72,26.68,2.96,20.27,81.34,1.39,8,2022,Kharif,Punjab
2022-08-15,26.56,28.4,25.03,13.06,11.38,89.42,2.13,8,2022,Kharif,Punjab
2022-08-16,28.35,32.43,24.65,0.17,20.21,75.87,1.04,8,2022,Kharif,Punjab
2022-08-17,28.53,31.77,25.12,3.64,22.41,81.71,2.71,8,2022,Kharif,Punjab
2022-08-18,29.35,33.19,25.4,4.64,21.27,79.66,1.02,8,2022,Kharif,Punjab
2022-08-19,28.67,32.56,25.61,11.61,20.78,83.03,2.49,8,2022,Kharif,Punjab
2022-08-20,28.1,32.24,24.12,14.47,17.41,82.3,1.69,8,2022,Kharif,Punjab
2022-08-21,29.34,33.03,26.05,3.28,23.64,78.66,1.32,8,2022,Kharif,Punjab
2022-08-22,30.14,34.66,25.32,0.28,23.66,74.98,0.76,8,2022,Kharif,Punjab
2022-08-23,29.71,33.1,26.19,10.9,21.61,81.06,1.3,8,2022,Kharif,Punjab
2022-08-24,28.0,31.05,24.9,3.37,17.96,83.9,3.05,8,2022,Kharif,Punjab
2022-08-25,28.8,32.25,25.08,3.5,16.78,80.68,1.85,8,2022,Kharif,Punjab
2022-08-26,28.9,33.07,25.1,0.61,22.23,76.66,1.51,8,2022,Kharif,Punjab
2022-08-27,28.46,32.44,24.96,0.03,22.27,81.19,2.47,8,2022,Kharif,Punjab
2022-08-28,28.56,33.08,24.82,4.07,21.91,79.82,2.37,8,2022,Kharif,Punjab
2022-08-29,28.61,33.19,24.4,5.96,18.57,78.1,1.19,8,2022,Kharif,Punjab
2022-08-30,28.96,33.46,25.17,0.81,22.25,78.67,1.3,8,2022,Kharif,Punjab
2022-08-31,29.06,33.66,24.72,10.81,20.61,79.11,1.54,8,2022,Kharif,Punjab
2022-09-01,29.86,34.69,25.33,0.47,22.02,73.92,1.36,9,2022,Kharif,Punjab
2022-09-02,29.31,33.64,25.27,22.82,19.7,75.22,1.42,9,2022,Kharif,Punjab
2022-09-03,28.53,33.19,24.63,5.07,19.57,78.79,1.75,9,2022,Kharif,Punjab
2022-09-04,28.88,33.55,23.63,1.25,22.12,74.84,1.4,9,2022,Kharif,Punjab
2022-09-05,29.15,33.53,24.41,0.55,18.15,72.47,1.07,9,2022,Kharif,Punjab
2022-09-06,28.77,32.88,24.99,0.37,21.35,73.36,0.98,9,2022,Kharif,Punjab
2022-09-07,29.25,33.72,24.72,0.01,21.57,68.27,0.67,9,2022,Kharif,Punjab
2022-09-08,29.65,34.29,24.25,0.0,20.98,66.21,0.52,9,2022,Kharif,Punjab
2022-09-09,29.46,34.72,23.74,0.06,17.6,68.41,0.93,9,2022,Kharif,Punjab
2022-09-10,30.05,34.88,25.01,0.53,15.3,67.88,0.9,9,2022,Kharif,Punjab
2022-09-11,28.94,33.96,24.56,9.04,15.38,73.65,0.95,9,2022,Kharif,Punjab
2022-09-12,28.8,34.19,24.64,3.1,20.64,74.47,0.91,9,2022,Kharif,Punjab
2022-09-13,29.34,33.73,25.07,0.0,20.24,71.48,0.66,9,2022,Kharif,Punjab
2022-09-14,29.29,32.44,26.0,4.08,17.88,72.35,0.76,9,2022,Kharif,Punjab
2022-09-15,28.66,33.01,24.38,3.22,17.36,73.6,1.15,9,2022,Kharif,Punjab
2022-09-16,28.32,33.35,22.97,0.99,17.62,72.36,1.21,9,2022,Kharif,Punjab
2022-09-17,28.79,34.87,23.5,0.11,18.71,68.86,1.23,9,2022,Kharif,Punjab
2022-09-18,28.54,34.67,23.16,0.0,20.71,71.01,1.21,9,2022,Kharif,Punjab
2022-09-19,28.99,34.82,23.91,0.0,21.46,70.49,1.07,9,2022,Kharif,Punjab
2022-09-20,29.24,34.44,24.66,1.12,15.25,69.62,0.97,9,2022,Kharif,Punjab
2022-09-21,28.44,31.71,25.78,9.64,14.42,75.36,0.88,9,2022,Kharif,Punjab
2022-09-22,29.4,34.32,24.99,5.52,17.55,71.23,0.55,9,2022,Kharif,Punjab
2022-09-23,28.5,31.62,26.01,13.96,11.67,74.86,0.71,9,2022,Kharif,Punjab
2022-09-24,26.83,30.48,24.45,46.97,5.7,84.85,1.86,9,2022,Kharif,Punjab
2022-09-25,26.2,29.53,23.37,46.39,13.5,85.48,2.1,9,2022,Kharif,Punjab
2022-09-26,26.11,30.45,22.64,0.07,18.01,78.28,1.28,9,2022,Kharif,Punjab
2022-09-27,26.68,30.88,22.34,0.39,19.75,73.06,0.87,9,2022,Kharif,Punjab
2022-09-28,27.0,31.51,22.79,0.09,19.63,71.2,0.84,9,2022,Kharif,Punjab
2022-09-29,26.38,31.57,22.19,0.0,19.02,76.28,1.14,9,2022,Kharif,Punjab
2022-09-30,26.54,31.57,21.79,0.0,18.66,75.67,1.07,9,2022,Kharif,Punjab
2022-10-01,26.81,32.51,21.14,0.0,18.85,68.88,1.05,10,2022,Rabi,Punjab
2022-10-02,26.57,32.84,20.55,0.0,18.8,65.48,1.16,10,2022,Rabi,Punjab
2022-10-03,26.75,33.2,21.25,0.0,19.68,63.57,1.38,10,2022,Rabi,Punjab
2022-10-04,27.37,33.31,22.93,0.0,19.54,62.47,1.04,10,2022,Rabi,Punjab
2022-10-05,27.33,33.54,22.36,0.0,19.47,59.8,0.94,10,2022,Rabi,Punjab
2022-10-06,24.89,31.59,18.95,0.0,18.73,68.12,1.38,10,2022,Rabi,Punjab
2022-10-07,24.97,30.71,19.56,0.0,12.67,76.41,0.91,10,2022,Rabi,Punjab
2022-10-08,25.11,29.84,20.93,0.38,14.29,79.51,1.05,10,2022,Rabi,Punjab
2022-10-09,25.31,30.36,20.61,0.36,15.46,77.83,1.27,10,2022,Rabi,Punjab
2022-10-10,24.7,28.5,21.6,11.42,10.76,80.63,0.84,10,2022,Rabi,Punjab
2022-10-11,24.35,29.22,20.59,11.64,18.57,79.46,1.08,10,2022,Rabi,Punjab
2022-10-12,23.24,28.58,19.37,0.14,18.42,78.11,0.95,10,2022,Rabi,Punjab
2022-10-13,23.18,30.21,17.57,0.0,18.2,76.29,1.53,10,2022,Rabi,Punjab
2022-10-14,23.18,29.74,18.24,0.0,18.12,74.24,1.41,10,2022,Rabi,Punjab
2022-10-15,24.25,30.85,18.33,0.0,18.49,65.6,1.13,10,2022,Rabi,Punjab
2022-10-16,23.82,31.64,18.29,0.0,18.19,63.86,1.09,10,2022,Rabi,Punjab
2022-10-17,23.14,31.1,17.41,0.0,17.39,61.69,1.08,10,2022,Rabi,Punjab
2022-10-18,23.7,31.53,17.53,0.0,16.71,56.41,1.17,10,2022,Rabi,Punjab
2022-10-19,22.62,30.69,16.34,0.0,17.5,58.53,1.51,10,2022,Rabi,Punjab
2022-10-20,22.06,29.65,16.54,0.27,11.49,66.44,2.03,10,2022,Rabi,Punjab
2022-10-21,22.97,30.86,17.12,0.04,15.79,63.52,1.15,10,2022,Rabi,Punjab
2022-10-22,21.97,29.89,17.04,0.0,16.82,56.68,1.21,10,2022,Rabi,Punjab
2022-10-23,22.23,29.76,16.17,0.0,17.47,49.48,0.91,10,2022,Rabi,Punjab
2022-10-24,22.24,30.83,16.99,0.0,17.62,52.8,1.46,10,2022,Rabi,Punjab
2022-10-25,22.51,31.26,15.83,0.0,17.42,54.93,1.75,10,2022,Rabi,Punjab
2022-10-26,23.31,31.05,17.41,0.0,17.13,52.99,1.16,10,2022,Rabi,Punjab
2022-10-27,23.27,31.03,17.93,0.0,15.88,53.34,1.28,10,2022,Rabi,Punjab
2022-10-28,23.41,30.9,17.55,0.0,17.24,52.35,1.06,10,2022,Rabi,Punjab
2022-10-29,23.36,30.47,16.84,0.0,16.72,45.82,1.0,10,2022,Rabi,Punjab
2022-10-30,22.27,30.57,17.89,0.0,16.46,48.5,1.17,10,2022,Rabi,Punjab
2022-10-31,21.71,30.58,14.12,0.0,14.72,57.36,1.15,10,2022,Rabi,Punjab
2022-11-01,22.47,31.44,15.56,0.0,11.75,57.59,1.61,11,2022,Rabi,Punjab
2022-11-02,22.0,30.61,16.41,0.0,13.84,63.78,1.87,11,2022,Rabi,Punjab
2022-11-03,22.57,30.59,17.79,0.0,11.57,60.9,1.36,11,2022,Rabi,Punjab
2022-11-04,22.69,30.93,16.55,0.0,12.28,60.77,1.18,11,2022,Rabi,Punjab
2022-11-05,21.74,28.85,16.05,0.01,8.99,76.45,2.42,11,2022,Rabi,Punjab
2022-11-06,21.82,27.95,17.43,0.08,10.26,78.51,1.82,11,2022,Rabi,Punjab
2022-11-07,22.36,30.13,17.28,0.0,9.81,65.85,1.45,11,2022,Rabi,Punjab
2022-11-08,22.37,29.94,17.44,0.01,10.74,61.92,1.17,11,2022,Rabi,Punjab
2022-11-09,20.96,28.04,16.3,0.0,9.26,59.9,0.9,11,2022,Rabi,Punjab
2022-11-10,19.65,25.94,15.21,0.12,11.4,59.12,1.79,11,2022,Rabi,Punjab
2022-11-11,18.62,27.54,12.38,0.0,15.55,61.31,1.95,11,2022,Rabi,Punjab
2022-11-12,18.5,27.91,11.7,0.0,15.42,52.19,2.11,11,2022,Rabi,Punjab
2022-11-13,19.21,26.8,13.83,0.0,14.04,48.03,1.53,11,2022,Rabi,Punjab
2022-11-14,18.79,23.73,14.76,2.25,5.21,63.36,2.19,11,2022,Rabi,Punjab
2022-11-15,18.78,25.86,14.55,0.09,12.03,71.28,1.25,11,2022,Rabi,Punjab
2022-11-16,17.01,23.93,11.33,0.0,12.81,67.59,1.6,11,2022,Rabi,Punjab
2022-11-17,17.13,24.65,11.57,0.0,14.5,63.64,1.98,11,2022,Rabi,Punjab
2022-11-18,17.03,23.89,12.08,0.0,13.67,52.66,1.16,11,2022,Rabi,Punjab
2022-11-19,16.87,25.65,10.77,0.0,12.45,55.1,1.35,11,2022,Rabi,Punjab
2022-11-20,16.75,26.29,10.01,0.0,14.09,59.28,1.94,11,2022,Rabi,Punjab
2022-11-21,16.66,26.42,9.77,0.0,14.52,58.57,1.59,11,2022,Rabi,Punjab
2022-11-22,16.6,26.09,10.35,0.0,14.62,52.82,1.78,11,2022,Rabi,Punjab
2022-11-23,16.32,26.15,9.73,0.0,15.05,50.48,1.85,11,2022,Rabi,Punjab
2022-11-24,17.01,26.13,10.26,0.0,14.59,44.18,1.47,11,2022,Rabi,Punjab
2022-11-25,17.16,26.76,11.78,0.0,14.04,45.9,1.33,11,2022,Rabi,Punjab
2022-11-26,16.57,26.56,9.67,0.0,13.32,53.44,1.66,11,2022,Rabi,Punjab
2022-11-27,17.4,25.35,12.08,0.0,13.35,46.89,1.25,11,2022,Rabi,Punjab
2022-11-28,17.21,24.98,12.03,0.0,13.48,49.42,1.04,11,2022,Rabi,Punjab
2022-11-29,17.07,25.5,12.86,0.0,13.56,55.78,1.3,11,2022,Rabi,Punjab
2022-11-30,16.82,25.4,12.3,0.0,13.09,54.89,1.34,11,2022,Rabi,Punjab
2022-12-01,17.8,25.51,11.78,0.0,12.92,50.66,1.32,12,2022,Rabi,Punjab
2022-12-02,18.5,24.65,13.23,0.0,8.98,44.85,0.65,12,2022,Rabi,Punjab
2022-12-03,16.86,24.62,12.4,0.0,11.07,50.56,1.03,12,2022,Rabi,Punjab
2022-12-04,16.4,25.09,11.59,0.0,12.04,52.5,1.49,12,2022,Rabi,Punjab
2022-12-05,16.43,24.44,11.91,0.0,12.0,50.55,1.13,12,2022,Rabi,Punjab
2022-12-06,15.13,25.31,8.92,0.0,12.5,54.21,2.1,12,2022,Rabi,Punjab
2022-12-07,14.2,24.23,7.34,0.0,12.96,57.2,1.97,12,2022,Rabi,Punjab
2022-12-08,16.04,24.68,10.53,0.0,9.96,50.83,1.16,12,2022,Rabi,Punjab
2022-12-09,17.47,26.88,12.22,0.0,11.29,50.02,1.35,12,2022,Rabi,Punjab
2022-12-10,18.01,26.81,12.77,0.0,10.42,54.0,1.65,12,2022,Rabi,Punjab
2022-12-11,17.72,27.31,12.7,0.0,12.48,51.8,1.85,12,2022,Rabi,Punjab
2022-12-12,16.34,25.87,10.96,0.0,12.73,52.42,1.86,12,2022,Rabi,Punjab
2022-12-13,15.46,25.44,8.88,0.0,12.88,55.28,2.61,12,2022,Rabi,Punjab
2022-12-14,13.26,23.12,5.92,0.0,13.56,59.62,1.97,12,2022,Rabi,Punjab
2022-12-15,13.45,23.15,7.16,0.0,13.63,52.39,1.75,12,2022,Rabi,Punjab
2022-12-16,14.68,23.57,8.53,0.0,12.97,40.31,1.24,12,2022,Rabi,Punjab
2022-12-17,15.3,23.77,9.54,0.0,12.85,41.9,1.46,12,2022,Rabi,Punjab
2022-12-18,15.06,23.27,10.16,0.0,11.6,46.8,1.1,12,2022,Rabi,Punjab
2022-12-19,14.8,23.11,10.23,0.0,10.82,48.57,1.0,12,2022,Rabi,Punjab
2022-12-20,13.76,22.41,9.21,0.0,7.04,51.98,1.33,12,2022,Rabi,Punjab
2022-12-21,13.16,22.25,8.83,0.0,5.06,53.12,1.19,12,2022,Rabi,Punjab
2022-12-22,12.16,20.9,6.98,0.0,4.93,54.64,1.36,12,2022,Rabi,Punjab
2022-12-23,12.39,20.2,8.26,0.0,4.94,51.8,1.14,12,2022,Rabi,Punjab
2022-12-24,10.13,18.95,4.34,0.0,8.12,53.76,2.06,12,2022,Rabi,Punjab
2022-12-25,9.93,18.25,3.33,0.0,5.84,54.81,1.66,12,2022,Rabi,Punjab
2022-12-26,10.58,20.02,4.45,0.0,7.84,53.29,1.67,12,2022,Rabi,Punjab
2022-12-27,10.74,21.0,3.89,0.0,7.13,54.39,2.09,12,2022,Rabi,Punjab
2022-12-28,11.55,22.02,4.03,0.0,8.96,54.51,1.99,12,2022,Rabi,Punjab
2022-12-29,15.31,22.26,9.83,0.98,3.76,59.94,1.0,12,2022,Rabi,Punjab
2022-12-30,14.66,20.92,10.12,0.25,9.61,70.18,1.69,12,2022,Rabi,Punjab
2022-12-31,11.99,20.41,6.02,0.0,11.69,68.61,1.87,12,2022,Rabi,Punjab
2011-01-01,10.87,19.59,6.1,0.04,6.8,58.73,1.62,1,2011,Rabi,Haryana
2011-01-02,9.4,18.06,2.44,0.0,4.97,61.6,1.68,1,2011,Rabi,Haryana
2011-01-03,9.03,16.6,2.59,0.0,10.15,57.4,1.05,1,2011,Rabi,Haryana
2011-01-04,7.89,16.04,1.82,0.0,6.55,55.47,1.39,1,2011,Rabi,Haryana
2011-01-05,7.46,17.99,-0.29,0.0,7.67,53.59,1.67,1,2011,Rabi,Haryana
2011-01-06,8.52,19.37,-0.59,0.0,8.19,48.09,1.52,1,2011,Rabi,Haryana
2011-01-07,11.09,21.35,2.01,0.0,7.74,39.46,1.16,1,2011,Rabi,Haryana
2011-01-08,10.45,20.35,3.57,0.0,5.99,51.09,1.2,1,2011,Rabi,Haryana
2011-01-09,9.44,18.4,2.34,0.0,6.62,48.88,1.26,1,2011,Rabi,Haryana
2011-01-10,9.44,20.41,1.69,0.0,10.83,49.43,2.12,1,2011,Rabi,Haryana
2011-01-11,10.36,20.6,2.49,0.0,12.88,45.68,2.07,1,2011,Rabi,Haryana
2011-01-12,12.94,21.39,5.89,0.0,12.59,40.18,1.18,1,2011,Rabi,Haryana
2011-01-13,13.61,23.44,6.37,0.0,10.86,48.33,1.42,1,2011,Rabi,Haryana
2011-01-14,15.35,25.05,8.89,0.36,11.1,58.12,1.68,1,2011,Rabi,Haryana
2011-01-15,11.84,20.61,6.11,0.04,11.26,41.43,2.44,1,2011,Rabi,Haryana
2011-01-16,8.77,18.39,1.1,0.14,14.21,45.52,2.44,1,2011,Rabi,Haryana
2011-01-17,11.16,21.33,2.76,0.0,12.06,39.34,1.93,1,2011,Rabi,Haryana
2011-01-18,12.35,22.05,6.75,0.0,14.88,42.26,1.43,1,2011,Rabi,Haryana
2011-01-19,10.64,21.01,2.72,0.0,15.62,47.12,2.07,1,2011,Rabi,Haryana
2011-01-20,13.28,21.96,4.95,0.0,12.52,33.13,1.0,1,2011,Rabi,Haryana
2011-01-21,13.82,21.72,8.15,0.0,13.33,39.21,1.29,1,2011,Rabi,Haryana
2011-01-22,14.2,23.71,8.61,0.0,11.59,46.97,1.27,1,2011,Rabi,Haryana
2011-01-23,13.88,23.2,6.95,0.0,15.29,43.26,1.35,1,2011,Rabi,Haryana
2011-01-24,13.03,21.62,5.8,0.0,15.33,37.96,1.35,1,2011,Rabi,Haryana
2011-01-25,13.44,22.11,6.91,0.0,14.79,35.82,0.92,1,2011,Rabi,Haryana
2011-01-26,12.39,22.38,5.4,0.01,14.3,42.72,1.41,1,2011,Rabi,Haryana
2011-01-27,10.46,18.93,4.47,0.0,13.67,46.26,1.64,1,2011,Rabi,Haryana
2011-01-28,12.95,22.39,4.19,0.0,14.28,36.83,1.06,1,2011,Rabi,Haryana
2011-01-29,13.24,20.02,7.99,0.01,10.72,41.73,1.1,1,2011,Rabi,Haryana
2011-01-30,14.19,22.86,9.02,0.05,11.84,51.38,1.24,1,2011,Rabi,Haryana
2011-01-31,13.5,23.29,6.62,0.0,14.6,53.85,1.71,1,2011,Rabi,Haryana
2011-02-01,13.81,24.04,5.66,0.0,16.17,49.36,1.84,2,2011,Rabi,Haryana
2011-02-02,15.88,25.35,6.98,0.0,15.91,40.31,1.37,2,2011,Rabi,Haryana
2011-02-03,17.56,27.6,9.61,0.0,15.24,40.36,1.27,2,2011,Rabi,Haryana
2011-02-04,19.97,29.88,11.03,0.0,14.83,40.62,0.92,2,2011,Rabi,Haryana
2011-02-05,20.44,29.88,12.18,0.0,15.16,33.6,1.1,2,2011,Rabi,Haryana
2011-02-06,19.01,28.55,12.63,0.0,11.71,43.53,1.88,2,2011,Rabi,Haryana
2011-02-07,18.29,25.88,13.53,1.72,11.2,55.56,1.95,2,2011,Rabi,Haryana
2011-02-08,16.02,25.62,9.73,0.0,17.61,54.48,1.51,2,2011,Rabi,Haryana
2011-02-09,14.21,25.13,5.47,0.0,18.72,43.15,1.71,2,2011,Rabi,Haryana
2011-02-10,15.97,25.49,9.05,0.0,17.81,35.61,1.61,2,2011,Rabi,Haryana
2011-02-11,16.38,27.55,9.1,0.0,16.52,32.54,1.67,2,2011,Rabi,Haryana
2011-02-12,17.81,28.21,10.48,0.0,13.37,34.53,1.3,2,2011,Rabi,Haryana
2011-02-13,18.57,28.24,11.73,3.68,9.59,44.15,1.94,2,2011,Rabi,Haryana
2011-02-14,15.35,20.15,12.76,4.04,8.41,79.67,2.37,2,2011,Rabi,Haryana
2011-02-15,17.02,22.57,12.61,8.12,8.23,79.35,1.75,2,2011,Rabi,Haryana
2011-02-16,15.47,22.81,10.19,2.55,12.79,67.22,1.48,2,2011,Rabi,Haryana
2011-02-17,14.3,22.74,8.81,0.05,17.06,54.8,1.63,2,2011,Rabi,Haryana
2011-02-18,14.55,22.73,6.84,0.0,18.48,50.31,1.55,2,2011,Rabi,Haryana
2011-02-19,16.58,25.11,8.99,0.0,17.86,45.73,0.81,2,2011,Rabi,Haryana
2011-02-20,16.83,24.52,11.05,7.32,11.26,55.32,1.28,2,2011,Rabi,Haryana
2011-02-21,14.75,23.33,8.26,0.0,13.08,68.68,1.66,2,2011,Rabi,Haryana
2011-02-22,15.94,24.4,8.49,0.0,16.63,51.57,1.3,2,2011,Rabi,Haryana
2011-02-23,17.36,25.5,10.71,0.0,14.46,52.53,1.25,2,2011,Rabi,Haryana
2011-02-24,17.01,25.13,10.83,0.0,13.88,54.69,1.03,2,2011,Rabi,Haryana
2011-02-25,17.18,25.22,9.04,1.82,16.96,53.59,1.19,2,2011,Rabi,Haryana
2011-02-26,16.39,23.8,10.32,3.17,15.49,64.59,1.11,2,2011,Rabi,Haryana
2011-02-27,16.56,25.36,8.93,0.01,20.1,53.34,1.6,2,2011,Rabi,Haryana
2011-02-28,16.04,24.85,7.71,0.0,17.72,45.61,1.69,2,2011,Rabi,Haryana
2011-03-01,16.47,24.62,10.56,0.0,8.16,55.45,1.73,3,2011,Rabi,Haryana
2011-03-02,16.43,23.24,11.89,0.6,8.77,63.1,1.71,3,2011,Rabi,Haryana
2011-03-03,19.31,26.73,12.74,2.02,11.53,61.18,1.69,3,2011,Rabi,Haryana
2011-03-04,18.11,24.11,14.26,0.72,10.9,69.28,1.77,3,2011,Rabi,Haryana
2011-03-05,18.68,28.54,10.14,0.76,20.87,55.68,1.31,3,2011,Rabi,Haryana
2011-03-06,19.42,28.97,12.83,0.0,21.37,43.04,2.3,3,2011,Rabi,Haryana
2011-03-07,19.65,30.3,10.29,0.0,21.3,42.08,2.51,3,2011,Rabi,Haryana
