State,Year,Month,NDVI
Rajasthan,2022,3,0.25109659423695596
Chandigarh,2022,3,0.43136546797644115
Uttar Pradesh,2022,4,0.2955193731477921
Haryana,2022,4,0.24344254998825726
Punjab,2022,4,0.28800087336790453
Rajasthan,2022,4,0.1886782728844789
Chandigarh,2022,4,0.38651839256245435
Uttar Pradesh,2022,5,0.31998536760562957
Haryana,2022,5,0.21932599302391442
Punjab,2022,5,0.24233613322002076
Rajasthan,2022,5,0.17293206569362238
Chandigarh,2022,5,0.3668483155977923
Uttar Pradesh,2022,6,0.3642124344736435
Haryana,2022,6,0.28169019320260213
Punjab,2022,6,0.28721501787501624
Rajasthan,2022,6,0.20200097952784854
Chandigarh,2022,6,0.4291464473197519
Uttar Pradesh,2022,7,0.48783277616522386
Haryana,2022,7,0.5700853608218657
Punjab,2022,7,0.6796924153821853
Rajasthan,2022,7,0.37071273169888813
Chandigarh,2022,7,0.5813299365503902
Uttar Pradesh,2022,8,0.6538820011561843
Haryana,2022,8,0.650030353639016
Punjab,2022,8,0.7618401931540445
Rajasthan,2022,8,0.5025832911802515
Chandigarh,2022,8,0.5780979371763495
Uttar Pradesh,2022,9,0.6220021557345735
Haryana,2022,9,0.5544085492735022
Punjab,2022,9,0.6756975438340768
Rajasthan,2022,9,0.4243204504269885
Chandigarh,2022,9,0.5627391893814381
Uttar Pradesh,2022,10,0.4946459046168573
Haryana,2022,10,0.35558756729876845
Punjab,2022,10,0.40571915428236355
Rajasthan,2022,10,0.31342494197222137
Chandigarh,2022,10,0.47201892036078097
Uttar Pradesh,2022,11,0.414117351159001
Haryana,2022,11,0.3357740754340994
Punjab,2022,11,0.32901090307568825
Rajasthan,2022,11,0.3178748920648865
Chandigarh,2022,11,0.4586634218687759
Uttar Pradesh,2022,12,0.48715711555502417
Haryana,2022,12,0.5363892290820347
Punjab,2022,12,0.5099375814760055
Rajasthan,2022,12,0.36077491801778067
Chandigarh,2022,12,0.4342850409719457
