State,Mean_SOC,Median_SOC,Min_SOC,Max_SOC,Std_SOC
Haryana,11.240909923206676,10.5,9.699999809265137,15.699999809265137,1.6953570517547902
Haryana,10.633333333333333,10.399999618530273,10.100000381469727,12.300000190734863,0.5906681859074175
Haryana,10.10851098459663,10.100000381469727,9.199999809265137,11.699999809265137,0.4991467448814858
Haryana,9.98263888888889,10.0,9.0,10.800000190734863,0.473950548443897
Haryana,10.120139227973091,10.0,9.0,11.399999618530273,0.5363948456276774
Haryana,10.195832994249132,10.300000190734863,8.600000381469727,12.399999618530273,0.8184398246599767
Haryana,10.632639567057291,10.399999618530273,8.399999618530273,14.199999809265137,1.2165428454029097
Haryana,10.574125703398165,10.399999618530273,8.399999618530273,15.300000190734863,1.1777490484322892
Haryana,10.729861789279514,10.800000190734863,9.0,12.300000190734863,0.7280186111376179
Haryana,11.086110432942709,11.300000190734863,8.100000381469727,12.899999618530273,0.8758813710416845
Haryana,10.608333163791233,10.25,8.199999809265137,13.5,1.4373248926801376
Haryana,10.564583672417534,10.399999618530273,9.0,13.0,0.8682252567839678
Haryana,9.666666666666666,9.600000381469727,8.600000381469727,10.899999618530273,0.44487825802028474
Haryana,9.95138888888889,9.699999809265137,8.699999809265137,11.699999809265137,0.6893018130491908
Haryana,10.019444783528646,10.100000381469727,8.899999618530273,11.300000190734863,0.6155708522321082
Haryana,10.817360772026909,10.800000190734863,9.300000190734863,12.800000190734863,0.5898834460225348
Haryana,11.214583502875435,11.25,9.899999618530273,12.399999618530273,0.5493643790942375
Haryana,10.962500678168404,10.899999618530273,10.100000381469727,12.5,0.5538846349038042
Haryana,11.361804538302952,10.899999618530273,10.0,22.100000381469727,1.4591186885131793
Haryana,10.531249046325684,10.5,9.600000381469727,11.699999809265137,0.38257967661477416
Haryana,11.29,11.300000190734863,10.5,12.100000381469727,0.31448373480202246
Haryana,11.878947368421052,11.5,10.300000190734863,20.0,1.4423587588143663
Haryana,11.836169953041889,11.699999809265137,10.600000381469727,16.200000762939453,0.8408268373297614
Haryana,,,,,
Haryana,9.557692307692308,9.399999618530273,9.0,11.399999618530273,0.5160300073987889
Haryana,10.25894711143092,10.199999809265137,8.800000190734863,12.699999809265137,0.7154674265237727
Haryana,10.091870315675813,10.0,9.0,11.600000381469727,0.6386715535655638
Haryana,10.236363977819057,10.199999809265137,9.0,11.699999809265137,0.508191009212913
Haryana,10.811805725097656,10.600000381469727,9.199999809265137,13.199999809265137,0.7951674158647084
Haryana,10.097916497124565,10.100000381469727,9.300000190734863,11.5,0.48540767596327344
Haryana,10.616084598994755,10.600000381469727,8.699999809265137,13.600000381469727,1.0972725625900839
Haryana,11.411110772026909,11.399999618530273,10.199999809265137,13.100000381469727,0.5621277885076028
Haryana,11.279166327582466,11.300000190734863,10.399999618530273,12.399999618530273,0.4553501448019548
Haryana,11.116667005750868,11.149999618530273,9.800000190734863,12.600000381469727,0.6205956088538072
Haryana,11.900694953070747,11.899999618530273,10.300000190734863,13.899999618530273,0.7618960558867953
Haryana,11.049999660915798,11.100000381469727,9.399999618530273,12.800000190734863,0.9238356651123202
Haryana,10.73611111111111,10.699999809265137,9.600000381469727,12.5,0.6008802428380707
Haryana,10.478013491799645,10.399999618530273,9.199999809265137,14.399999618530273,0.9320983756487999
